code,name,entry_date,rank_t,rank_t1,rank_t2,amount_t,amount_t1,amount_t2,prev_close,trigger_high,trigger_low,buy_price,buy_exec,buy_shares,buy_cost,cash_after_buy,exit_date,exit_reason,hold_days,sell_price,sell_exec,sell_proceed,cash_after_sell,gross_pnl,net_pnl,net_pnl_pct
002460,赣锋锂业,2025-10-10,21,4,26.00,102.60,84.66,66.89,66.97,69.30,62.78,68.31,68.34,200,13673.71,103978.77,2025-10-13,sell_t1_close,2,69.75,69.72,13924.08,98489.89,250,250.37,0.02
600089,特变电工,2025-10-10,31,8,41.00,86.51,44.50,48.25,19.58,20.39,19.38,19.97,19.98,1000,19986.59,83992.18,2025-10-13,sell_t1_close,2,19.71,19.70,19675.44,118165.34,-311,-311.14,-0.02
000021,深科技,2025-10-10,6,9,13.00,117.70,53.84,19.75,30.66,32.94,28.21,31.27,31.29,600,18778.30,65213.88,2025-10-13,sell_t1_close,2,31.39,31.37,18800.76,136966.10,22,22.46,0.00
600111,北方稀土,2025-10-14,3,1,5.00,251.14,214.56,170.94,57.73,61.69,56.10,58.88,58.91,300,17679.21,119286.88,2025-10-15,sell_t1_close,2,54.50,54.47,16320.48,115690.18,-1359,-1358.73,-0.08
600105,永鼎股份,2025-10-14,55,8,13.00,49.84,49.07,61.47,16.26,16.68,14.77,16.59,16.59,1200,19917.19,99369.69,2025-10-15,sell_t1_close,2,14.84,14.83,17776.30,133466.47,-2141,-2140.89,-0.11
601126,四方股份,2025-10-17,95,6,13.00,31.61,29.40,17.72,27.37,28.48,26.10,27.92,27.93,700,19556.95,113909.52,2025-10-20,sell_t1_close,2,26.49,26.48,18510.19,132419.72,-1047,-1046.76,-0.05
002185,华天科技,2025-10-20,22,4,,56.73,23.18,,12.96,13.51,12.44,13.22,13.23,1500,19843.71,112576.00,2025-10-21,sell_t1_close,2,13.09,13.08,19600.56,132176.56,-243,-243.16,-0.01
600601,方正科技,2025-10-29,20,4,20.00,65.61,65.11,68.71,13.19,13.80,12.70,13.45,13.46,1400,18849.74,113326.82,2025-10-30,sell_t1_close,2,12.91,12.90,18041.90,131368.72,-808,-807.84,-0.04
300274,阳光电源,2025-10-30,26,4,39.00,252.03,264.10,107.80,191.49,203.88,192.31,197.23,197.33,100,19738.33,111630.39,2025-10-31,sell_t1_close,2,189.80,189.71,18946.54,130576.93,-792,-791.79,-0.04
000555,神州信息,2025-10-31,9,3,10.00,47.67,27.14,11.74,18.40,20.24,18.28,18.77,18.78,1000,18782.38,111794.54,2025-11-04,sell_t1_close,3,21.90,21.89,21862.16,114706.96,3080,3079.78,0.16
603686,福龙马,2025-11-03,8,3,10.00,60.72,24.90,30.77,30.94,34.03,30.22,31.56,31.57,600,18949.75,92844.80,2025-11-05,sell_t1_close,3,34.30,34.28,20544.14,96895.43,1594,1594.39,0.08
002611,东方精工,2025-11-04,15,3,29.00,64.44,63.58,47.84,20.90,21.95,19.49,21.32,21.33,900,19200.79,95506.16,2025-11-05,sell_t1_close,2,21.84,21.83,19621.53,116516.96,421,420.73,0.02
000555,神州信息,2025-11-04,8,6,9.00,53.86,42.94,47.67,20.85,22.62,19.66,21.27,21.28,900,19154.87,76351.29,2025-11-05,sell_t1_close,2,21.26,21.25,19100.31,135617.27,-55,-54.56,-0.00
603686,福龙马,2025-11-05,11,2,8.00,65.16,39.66,60.72,33.47,36.65,32.06,34.14,34.16,500,17083.23,118534.03,2025-11-06,sell_drop7,2,30.87,30.85,15406.86,114276.78,-1676,-1676.38,-0.10
601929,吉视传媒,2025-11-05,3,4,10.00,48.15,44.82,13.86,4.48,4.93,4.26,4.57,4.57,4300,19664.10,98869.93,2025-11-06,sell_drop7,2,4.44,4.44,19058.37,133335.16,-606,-605.73,-0.03
002639,雪人集团,2025-11-06,13,5,3.00,51.60,27.41,21.50,13.70,14.67,13.37,13.97,13.98,1400,19578.38,113756.77,2025-11-07,sell_t1_close,2,13.96,13.95,19509.69,133266.47,-69,-68.69,-0.00
601179,中国西电,2025-11-07,18,5,16.00,66.09,66.13,45.75,9.78,10.62,9.42,9.98,9.98,2000,19966.18,113300.29,2025-11-10,sell_t1_close,2,10.63,10.62,21223.12,134523.41,1257,1256.95,0.06
002759,天际股份,2025-11-11,9,5,8.00,57.85,36.18,23.37,39.82,43.80,39.50,40.62,40.64,400,16259.68,118263.73,2025-11-13,sell_t1_close,3,48.42,48.40,19333.96,137597.69,3074,3074.27,0.19
600410,华胜天成,2025-11-19,4,2,2.00,110.20,45.48,26.66,21.36,22.98,20.83,21.79,21.80,900,19623.28,117974.40,2025-11-20,sell_t1_close,2,22.32,22.31,20052.88,138027.28,430,429.59,0.02
300058,蓝色光标,2025-11-25,5,1,17.00,150.38,133.14,86.90,10.75,11.44,10.69,11.07,11.08,1800,19945.47,118081.82,2025-11-26,sell_t1_close,2,10.93,10.92,19639.50,101068.88,-306,-305.97,-0.02
601606,长城军工,2025-11-25,14,4,37.00,71.97,58.69,44.67,57.43,59.05,54.70,58.58,58.61,300,17587.37,100494.45,2025-11-26,sell_drop7,2,52.69,52.66,15778.30,116847.18,-1809,-1809.07,-0.10
002279,久其软件,2025-11-25,33,6,11.00,33.49,28.38,11.62,9.83,10.80,9.39,10.03,10.03,1900,19065.07,81429.38,2025-11-26,sell_t1_close,2,9.50,9.50,18017.93,134865.11,-1047,-1047.13,-0.05
000070,特发信息,2025-11-27,8,7,10.00,51.18,31.22,8.60,13.92,15.30,13.01,14.20,14.21,1400,19892.70,95297.09,2025-11-28,sell_t1_close,2,14.01,14.00,19579.59,114876.67,-313,-313.11,-0.02
002413,雷科防务,2025-11-27,13,5,3.00,42.44,30.63,11.29,7.71,7.98,6.94,7.86,7.87,2500,19675.33,115189.78,2025-12-03,sell_t1_close,5,8.76,8.76,21862.16,136738.83,2187,2186.83,0.11
603327,福蓉科技,2025-12-04,40,8,8.00,20.80,21.82,7.46,13.30,14.35,11.97,13.57,13.57,1400,19006.90,117731.94,2025-12-05,sell_t1_close,2,12.75,12.74,17818.23,135550.17,-1189,-1188.66,-0.06
000078,海王生物,2025-12-08,13,5,9.00,40.37,31.00,36.81,5.29,5.70,4.90,5.40,5.40,3700,19979.44,115570.73,2025-12-09,sell_drop7,2,4.63,4.63,17100.31,113164.10,-2879,-2879.13,-0.14
600151,航天机电,2025-12-08,35,8,6.00,56.77,38.94,10.77,13.65,14.97,13.29,13.92,13.93,1400,19506.95,96063.78,2025-12-10,sell_t1_close,3,14.28,14.27,19957.02,133121.12,450,450.08,0.02
600330,天通股份,2025-12-11,44,7,9.00,44.52,30.28,17.00,12.44,13.27,12.10,12.69,12.70,1500,19047.72,114073.40,2025-12-12,sell_t1_close,2,12.08,12.07,18087.83,132161.23,-960,-959.89,-0.05
600105,永鼎股份,2025-12-12,10,6,38.00,78.90,34.20,39.96,21.04,22.30,19.89,21.46,21.47,900,19329.38,112831.85,2025-12-15,sell_drop7,2,20.12,20.11,18075.85,130907.70,-1254,-1253.53,-0.06
002639,雪人集团,2025-12-16,11,4,4.00,72.64,25.08,32.23,19.98,21.35,18.98,20.38,20.39,900,18355.81,112551.89,2025-12-17,sell_t1_close,2,19.62,19.61,17626.52,130178.41,-729,-729.29,-0.04
600879,航天电子,2025-12-17,7,2,1.00,120.03,102.13,72.44,17.40,17.82,16.69,17.75,17.76,1100,19537.56,110640.85,2025-12-18,sell_t1_close,2,17.28,17.27,18974.50,129615.35,-563,-563.06,-0.03
002044,美年健康,2025-12-19,12,3,25.00,53.89,31.81,13.45,6.02,6.48,5.91,6.14,6.14,3200,19664.10,109951.24,2025-12-22,sell_t1_close,2,5.66,5.66,18079.84,128031.08,-1584,-1584.26,-0.08
601888,中国中免,2025-12-23,17,1,13.00,122.73,78.34,63.30,91.09,95.64,88.87,92.91,92.96,200,18596.65,109434.43,2025-12-24,sell_t1_close,2,87.86,87.82,17540.65,107228.32,-1056,-1056.00,-0.06
000981,山子高科,2025-12-23,12,5,7.00,77.77,24.36,27.32,3.65,3.97,3.56,3.72,3.72,5300,19746.77,89687.67,2025-12-24,sell_t1_close,2,3.61,3.61,19099.31,126327.63,-647,-647.46,-0.03
002703,浙江世宝,2025-12-25,66,8,41.00,34.29,30.16,38.69,20.42,21.60,19.52,20.83,20.84,900,18759.93,74886.07,2025-12-29,sell_t1_close,3,24.28,24.27,21814.23,79501.75,3054,3054.30,0.16
002759,天际股份,2025-12-25,9,9,7.00,72.39,65.97,31.88,42.12,46.33,39.66,42.96,42.98,400,17198.55,57687.51,2025-12-29,sell_t1_close,3,49.70,49.68,19845.19,99346.94,2647,2646.64,0.15
002361,神剑股份,2025-12-24,4,6,10.00,26.47,33.19,22.25,9.89,10.88,9.57,10.09,10.09,1900,19181.40,107146.22,2025-12-30,sell_drop7,5,13.04,13.03,24733.85,124080.79,5552,5552.44,0.29
600118,中国卫星,2025-12-25,2,1,38.00,102.41,97.93,125.71,66.12,72.73,67.00,67.44,67.48,200,13500.22,93646.00,2025-12-30,sell_t1_close,4,86.32,86.28,17233.11,141313.90,3733,3732.89,0.28
002202,金风科技,2025-12-30,21,6,29.00,144.41,46.70,69.53,21.66,22.78,19.54,22.09,22.10,900,19898.82,84474.86,2025-12-31,sell_t1_close,2,20.40,20.39,18327.47,102802.33,-1571,-1571.35,-0.08
