code,name,signal_date,entry_date,signal_rank,signal_close,entry_condition,buy_price,buy_exec,buy_shares,buy_cost,exit_date,exit_rank,exit_reason,sell_price,sell_exec,sell_proceed,hold_days,net_pnl,net_pnl_pct
300308,中际旭创,2025-10-24,2025-11-13,5,494.0,gap_down_open,489.28,489.5246399999999,600,293802.8984351999,2025-11-14,142,rank_drop_below_50,462.82,462.58859,277192.33489979996,2,-16610.563535399968,-0.05653641820372828
300059,东方财富,2025-10-24,2025-11-13,4,25.9,gap_down_open,24.59,24.602294999999998,13500,332230.62179475,2025-11-17,85,rank_drop_below_50,24.51,24.497745000000002,330289.6220752501,3,-1940.9997194999014,-0.005842326360569613
600871,石化油服,2025-10-22,2025-11-12,10,2.53,gap_down_open,2.35,2.351175,141700,333261.44594925,2025-11-13,233,rank_drop_below_50,2.63,2.628685,372000.43443615,2,38738.988486899994,0.11624203446803527
002490,山东墨龙,2025-10-22,2025-11-12,8,8.51,gap_down_open,7.47,7.473735,44600,333428.57957430003,2025-11-13,116,rank_drop_below_50,8.45,8.445775,376191.8789655,2,42763.29939119995,0.1282532512533789
002542,中化岩土,2025-10-21,2025-11-12,7,4.05,gap_down_open,3.73,3.731865,89300,333355.52116335003,2025-11-13,1395,rank_drop_below_50,3.74,3.7381300000000004,333381.0494883,2,25.528324949962553,7.657987742597858e-05
000852,石化机械,2025-10-21,2025-11-11,9,7.72,gap_down_open,7.22,7.223609999999999,46100,333108.32352629997,2025-11-12,263,rank_drop_below_50,7.5,7.496250000000001,345127.87473750004,2,12019.551211200072,0.03608301072744311
600460,士兰微,2025-10-20,2025-11-11,4,32.53,gap_down_open,30.18,30.195089999999997,11000,332245.633797,2025-11-12,533,rank_drop_below_50,28.86,28.845570000000002,316888.77834900003,2,-15356.855447999958,-0.046221391301662376
600172,黄河旋风,2025-10-20,2025-11-10,3,6.38,rise2_trigger,6.5076,6.5108538,51100,332804.440568754,2025-11-12,105,rank_drop_below_50,7.21,7.2063950000000006,367768.06368014996,3,34963.62311139598,0.10505756188722745
600121,郑州煤电,2025-10-20,2025-11-10,5,5.45,rise2_trigger,5.559,5.5617795,59900,333250.53722761496,2025-11-11,552,rank_drop_below_50,5.36,5.3573200000000005,320486.2934916,2,-12764.243736014934,-0.03830224503823311
002208,合肥城建,2025-10-17,2025-11-07,6,12.99,gap_down_open,11.7,11.705849999999998,28400,332545.873842,2025-11-11,192,rank_drop_below_50,11.63,11.624185,329697.6890898,3,-2848.1847521999734,-0.008564787526286404
300179,四方达,2025-10-20,2025-11-07,10,14.05,gap_down_open,13.7,13.70685,24300,333176.37793649995,2025-11-10,199,rank_drop_below_50,15.51,15.502245,376214.83758045,2,43038.459643950046,0.12917620363876078
002185,华天科技,2025-10-17,2025-11-07,4,12.96,gap_down_open,11.83,11.835915,28100,332688.98826345,2025-11-10,393,rank_drop_below_50,12.1,12.09395,339398.2030065,2,6709.214743050048,0.02016662702925758
000063,中兴通讯,2025-10-16,2025-11-06,7,54.03,gap_down_open,41.4,41.4207,8000,331465.00967999996,2025-11-07,149,rank_drop_below_50,41.72,41.69914,333159.448944,2,1694.4392640000442,0.005111970236725363
601212,白银有色,2025-10-16,2025-11-06,2,5.94,gap_down_open,5.03,5.032515,66200,333252.4387479,2025-11-07,576,rank_drop_below_50,5.04,5.03748,333047.65047120006,2,-204.7882766999537,-0.0006145139626566174
000158,常山北明,2025-10-16,2025-11-06,1,24.57,gap_down_open,23.79,23.801895,14000,333326.49795899994,2025-11-07,300,rank_drop_below_50,22.9,22.88855,320023.12838999997,2,-13303.369568999973,-0.0399109271253806
600580,卧龙电驱,2025-10-15,2025-11-05,6,47.3,gap_down_open,43.05,43.071524999999994,7700,331750.23772274994,2025-11-06,84,rank_drop_below_50,45.8,45.7771,352025.441229,2,20275.20350625005,0.0611158673025411
600268,国电南自,2025-10-15,2025-11-05,7,13.66,gap_down_open,11.8,11.8059,28200,333026.257914,2025-11-06,497,rank_drop_below_50,13.11,13.103445,369036.77670630004,2,36010.51879230002,0.10813116964968959
601611,中国核建,2025-10-15,2025-11-05,3,12.37,rise2_trigger,12.6174,12.6237087,26400,333365.889452904,2025-11-06,197,rank_drop_below_50,13.67,13.663165000000001,360238.63617720007,2,26872.74672429607,0.08061036709063929
002364,中恒电气,2025-10-15,2025-11-04,10,31.12,gap_down_open,26.2,26.213099999999997,12700,333006.24191099993,2025-11-05,318,rank_drop_below_50,25.81,25.797095,327197.19646154996,2,-5809.045449449972,-0.017444253945854
000981,山子高科,2025-10-14,2025-11-04,1,4.74,gap_down_open,3.76,3.7618799999999997,88600,333402.55877039995,2025-11-05,78,rank_drop_below_50,3.88,3.87806,343149.4410492,2,9746.882278800069,0.029234575507599295
600010,包钢股份,2025-10-13,2025-11-03,2,2.79,gap_down_open,2.75,2.751375,121100,333291.46995375,2025-11-05,95,rank_drop_below_50,2.72,2.71864,328799.3085048,3,-4492.161448950006,-0.013478177072978709
603690,至纯科技,2025-10-13,2025-11-03,3,36.75,gap_down_open,30.81,30.825404999999996,10800,333014.24831219995,2025-11-04,643,rank_drop_below_50,30.24,30.22488,326004.34668479994,2,-7009.901627400017,-0.02104985496244669
300127,银河磁体,2025-10-13,2025-11-03,10,38.74,gap_down_open,34.05,34.067024999999994,9700,330549.27754274994,2025-11-04,1728,rank_drop_below_50,33.07,33.053465,320201.80630635,2,-10347.471236399957,-0.031303868861312874
000831,中国稀土,2025-10-13,2025-10-31,7,60.14,gap_down_open,54.97,54.997485,6000,330083.90547299996,2025-11-03,237,rank_drop_below_50,49.94,49.91503,299100.84276599996,2,-30983.062707000005,-0.09386420298984963
603011,合锻智能,2025-10-10,2025-10-31,9,23.78,rise2_trigger,24.2556,24.2677278,13700,332567.61122125795,2025-11-03,249,rank_drop_below_50,23.57,23.558215,322327.97369085,2,-10239.637530407927,-0.030789641519226217
601899,紫金矿业,2025-10-09,2025-10-31,6,32.38,gap_down_open,31.11,31.125555,10700,333143.35153155,2025-11-03,132,rank_drop_below_50,30.0,29.985000000000003,320422.40865000006,2,-12720.942881549941,-0.03818459177728845
000021,深科技,2025-10-09,2025-10-30,9,30.66,gap_down_open,30.4,30.415199999999995,10900,331625.13770399994,2025-10-31,171,rank_drop_below_50,27.3,27.286350000000002,297034.56742050004,2,-34590.570283499896,-0.10430623722612532
603799,华友钴业,2025-09-30,2025-10-30,6,65.9,gap_down_open,62.5,62.53125,5300,331515.0496875,2025-10-31,104,rank_drop_below_50,64.81,64.777595,342874.93587045005,2,11359.886182950053,0.03426657762191598
600030,中信证券,2025-09-29,2025-10-30,9,30.41,gap_down_open,30.19,30.205095,11000,332355.7218135,2025-10-31,213,rank_drop_below_50,29.38,29.36531,322598.486067,2,-9757.235746499966,-0.029357808835844858
601127,赛力斯,2025-09-26,2025-10-29,2,156.91,rise2_trigger,160.0482,160.1282241,2000,320352.52513446007,2025-10-30,128,rank_drop_below_50,162.94,162.85853,325293.627822,2,4941.10268753994,0.015423954237495192
002670,国盛证券,2025-09-29,2025-10-29,8,22.13,gap_down_open,21.53,21.540765,15400,331827.29933430004,2025-10-30,444,rank_drop_below_50,20.67,20.659665000000004,317745.2345067001,2,-14082.06482759997,-0.04243793339442204
601218,吉鑫科技,2025-09-26,2025-10-29,10,5.66,rise2_trigger,5.7732,5.7760866,57700,333380.18087904603,2025-10-30,755,rank_drop_below_50,5.68,5.67716,327146.2882284,2,-6233.892650646041,-0.01869904993814784
002298,中电鑫龙,2025-09-25,2025-10-28,5,13.79,gap_down_open,11.91,11.915955,27900,332554.88104335,2025-10-29,222,rank_drop_below_50,12.18,12.173910000000001,339210.54128430004,2,6655.660240950063,0.020013719901114512
600556,天下秀,2025-09-25,2025-10-28,6,5.6,gap_down_open,5.55,5.552775,60000,333266.44995,2025-10-29,233,rank_drop_below_50,5.98,5.977010000000001,358154.39322,2,24887.943270000047,0.0746788141252562
601727,上海电气,2025-09-25,2025-10-28,1,9.76,gap_down_open,9.72,9.72486,34200,332689.9890636,2025-10-29,133,rank_drop_below_50,9.55,9.545225000000002,326022.31429650006,2,-6667.674767099961,-0.02004170545037142
