code,name,signal_date,entry_date,signal_rank,signal_close,entry_condition,buy_price,buy_exec,buy_shares,buy_cost,exit_date,exit_rank,exit_reason,sell_price,sell_exec,sell_proceed,hold_days,net_pnl,net_pnl_pct
002105,信隆健康,2025-03-14,2025-03-17,4,12.43,rise2_trigger,12.6786,12.684939299999998,26200,332445.113282898,2025-03-18,83,rank_drop_below_50,11.74,11.73413,307034.5415322,2,-25410.57175069797,-0.07643538958888096
000665,湖北广电,2025-03-12,2025-03-13,5,7.02,gap_down_open,7.0,7.0035,47500,332766.049875,2025-03-17,83,rank_drop_below_50,6.38,6.37681,302504.7069825,3,-30261.342892500048,-0.09093879289629274
000831,中国稀土,2025-03-11,2025-03-12,10,33.42,gap_down_open,33.1,33.11655,10000,331264.84964999993,2025-03-13,238,rank_drop_below_50,32.51,32.493745,324515.0313149999,2,-6749.818335000018,-0.02037589663416322
002031,巨轮智能,2025-03-04,2025-03-05,4,10.6,gap_down_open,10.5,10.50525,31700,333116.3299275,2025-03-12,73,rank_drop_below_50,10.3,10.294850000000002,325922.4942315001,6,-7193.835695999907,-0.021595566022132827
000016,深康佳Ａ,2025-03-03,2025-03-04,9,5.76,rise2_trigger,5.8751999999999995,5.8781376,56700,333390.389040576,2025-03-05,188,rank_drop_below_50,5.5,5.49725,311288.8727025,2,-22101.516338075977,-0.06629320179768608
002582,好想你,2025-02-28,2025-03-03,5,10.83,rise2_trigger,11.0466,11.0521233,30100,332768.712003399,2025-03-04,131,rank_drop_below_50,8.83,8.825585,265304.76335895003,2,-67463.94864444894,-0.2027352518759632
000158,常山北明,2025-02-24,2025-02-25,1,27.47,rise2_trigger,28.0194,28.0334097,11800,330893.472730338,2025-03-03,73,rank_drop_below_50,25.11,25.097445,295764.85619370005,5,-35128.61653663794,-0.10616291777162389
300766,每日互动,2025-02-18,2025-02-19,4,58.9,gap_down_open,57.6,57.6288,5700,328582.705248,2025-02-25,75,rank_drop_below_50,52.65,52.623675,299565.00606825,5,-29017.699179749994,-0.0883117057480207
000977,浪潮信息,2025-02-17,2025-02-18,10,67.76,gap_down_open,65.89,65.922945,5000,329713.6094175,2025-02-19,71,rank_drop_below_50,64.46,64.42777,321720.069495,2,-7993.539922499971,-0.024243888314534653
600126,杭钢股份,2025-02-14,2025-02-17,3,11.14,rise2_trigger,11.3628,11.368481399999999,29300,333196.43397150596,2025-03-18,54,rank_drop_below_50,12.04,12.03398,352137.2397018,22,18940.80573029403,0.056845763637175646
600186,莲花控股,2025-02-11,2025-02-12,8,7.46,rise2_trigger,7.6092,7.6130046,43700,332788.107510306,2025-02-14,67,rank_drop_below_50,7.0,6.9965,305349.578835,3,-27438.528675306006,-0.08245044836662702
000034,神州数码,2025-02-10,2025-02-11,10,43.61,rise2_trigger,44.4822,44.504441099999994,7400,329431.66399924195,2025-02-12,95,rank_drop_below_50,44.66,44.63767,329889.3436146,2,457.67961535806535,0.0013893006209600984
002594,比亚迪,2025-02-06,2025-02-07,1,102.37,rise2_trigger,104.4174,104.4696087,3100,323952.94370609097,2025-02-11,59,rank_drop_below_50,108.64,108.58568000000001,336178.0077096,3,12225.064003509004,0.03773715979750533
002530,金财互联,2025-01-24,2025-01-27,10,11.0,rise2_trigger,11.22,11.22561,29600,332377.7394168,2025-02-07,55,rank_drop_below_50,12.23,12.223885000000001,361356.6209052,4,28978.881488400046,0.08718658938846888
001356,富岭股份,2025-01-23,2025-01-24,7,23.24,gap_down_open,19.03,19.039515,17500,333291.46995375,2025-01-27,72,rank_drop_below_50,14.74,14.73263,257485.85766749998,2,-75805.61228625005,-0.227445401758315
002130,沃尔核材,2025-01-20,2025-01-21,1,26.94,rise2_trigger,27.478800000000003,27.492539400000002,12100,332759.52465802204,2025-01-24,57,rank_drop_below_50,28.23,28.215885000000004,340968.37262895005,4,8208.847970928007,0.024669009788267564
002119,康强电子,2025-01-17,2025-01-20,5,19.43,rise2_trigger,19.8186,19.8285093,16800,333218.891926872,2025-01-21,74,rank_drop_below_50,19.67,19.660165000000003,329861.39399640006,2,-3357.49793047196,-0.010075953110151971
000016,深康佳Ａ,2025-01-16,2025-01-17,10,6.81,gap_down_open,6.63,6.633315,50200,333092.3107239,2025-01-20,127,rank_drop_below_50,5.96,5.95702,298653.64887479995,2,-34438.661849100026,-0.10339074406807972
000795,英洛华,2025-01-15,2025-01-16,3,12.76,gap_down_open,12.25,12.256124999999999,27100,332240.62979624997,2025-01-17,94,rank_drop_below_50,11.81,11.804095000000002,319475.11623315007,2,-12765.5135630999,-0.038422493874179335
000158,常山北明,2025-01-14,2025-01-15,8,20.01,rise2_trigger,20.410200000000003,20.420405100000004,16300,332952.45891093905,2025-01-16,128,rank_drop_below_50,19.86,19.85007,323135.5180167,2,-9816.940894239058,-0.02948451237257562
002031,巨轮智能,2025-01-10,2025-01-13,8,5.77,gap_down_open,5.49,5.492745,60600,332960.2051041,2025-02-18,53,rank_drop_below_50,8.08,8.07596,488766.95187120006,21,155806.74676710006,0.46794404970524056
000063,中兴通讯,2025-01-09,2025-01-10,1,37.75,gap_down_open,37.68,37.69884,8800,331849.3169376,2025-01-15,66,rank_drop_below_50,40.3,40.279849999999996,354001.878516,4,22152.561578400026,0.06675488074777484
000533,顺钠股份,2025-01-07,2025-01-08,5,7.45,gap_down_open,7.39,7.393694999999999,45000,332816.08988249995,2025-01-10,52,rank_drop_below_50,6.93,6.926535,311288.8727025,3,-21527.21717999992,-0.06468202059461747
000756,新华制药,2025-01-06,2025-01-07,5,18.18,gap_down_open,17.88,17.888939999999998,18600,332834.1042852,2025-01-08,217,rank_drop_below_50,16.95,16.941525,314702.7189255,2,-18131.385359700012,-0.054475743700121336
002364,中恒电气,2025-01-06,2025-01-07,6,12.59,rise2_trigger,12.8418,12.8482209,25900,332868.751986393,2025-01-13,86,rank_drop_below_50,12.54,12.53373,324201.59631090006,5,-8667.155675492948,-0.026037756995127146
603072,天和磁材,2025-01-03,2025-01-06,5,47.85,gap_down_open,41.85,41.870925,7900,330879.54159225,2025-01-07,155,rank_drop_below_50,38.15,38.130925,300842.70290025,2,-30036.83869200002,-0.09077877268403335
600824,益民集团,2025-01-03,2025-01-06,10,5.39,gap_down_open,5.29,5.292644999999999,62900,333007.24271115,2025-01-07,130,rank_drop_below_50,5.0,4.9975000000000005,313934.104425,2,-19073.138286149944,-0.05727544581573548
002449,国星光电,2025-01-03,2025-01-06,3,14.27,gap_down_open,14.24,14.247119999999999,23300,332057.48336879996,2025-01-07,66,rank_drop_below_50,12.15,12.143925000000001,282585.61301175004,2,-49471.87035704992,-0.14898586189097848
