fetch_time,date,kind,code,name,value,latest_price,source
2026-03-20 15:36:33,2026-03-20,deal_hot,SZ002625,光启技术,38.0,40.75,xueqiu_akshare
2026-03-20 15:36:33,2026-03-20,deal_hot,SH600759,洲际油气,38.0,6.69,xueqiu_akshare
2026-03-20 15:36:33,2026-03-20,deal_hot,SH603893,瑞芯微,37.0,156.08,xueqiu_akshare
2026-03-20 15:36:33,2026-03-20,deal_hot,SH601988,中国银行,37.0,5.51,xueqiu_akshare
2026-03-20 15:36:33,2026-03-20,deal_hot,SH688331,荣昌生物,37.0,116.73,xueqiu_akshare
2026-03-20 15:36:33,2026-03-20,deal_hot,SZ000712,锦龙股份,37.0,10.58,xueqiu_akshare
2026-03-20 15:36:33,2026-03-20,deal_hot,SZ002074,国轩高科,36.0,37.7,xueqiu_akshare
2026-03-20 15:36:33,2026-03-20,deal_hot,SZ000408,藏格矿业,36.0,72.88,xueqiu_akshare
2026-03-20 15:36:33,2026-03-20,deal_hot,SH600988,赤峰黄金,36.0,40.82,xueqiu_akshare
2026-03-20 15:36:33,2026-03-20,deal_hot,SZ002156,通富微电,36.0,44.34,xueqiu_akshare
2026-03-20 15:36:33,2026-03-20,deal_hot,SH601099,太平洋,36.0,3.85,xueqiu_akshare
2026-03-20 15:36:33,2026-03-20,deal_hot,SZ002017,东信和平,36.0,19.3,xueqiu_akshare
2026-03-20 15:36:33,2026-03-20,deal_hot,SH601225,陕西煤业,35.0,27.16,xueqiu_akshare
2026-03-20 15:36:33,2026-03-20,deal_hot,SH601233,桐昆股份,35.0,16.92,xueqiu_akshare
2026-03-20 15:36:33,2026-03-20,deal_hot,SH600795,国电电力,35.0,4.97,xueqiu_akshare
2026-03-20 15:36:33,2026-03-20,deal_hot,SH601929,吉视传媒,35.0,3.02,xueqiu_akshare
2026-03-20 15:36:33,2026-03-20,deal_hot,SZ000657,中钨高新,35.0,50.09,xueqiu_akshare
2026-03-20 15:36:33,2026-03-20,deal_hot,SZ300255,常山药业,35.0,38.28,xueqiu_akshare
2026-03-20 15:36:33,2026-03-20,deal_hot,SH603626,科森科技,35.0,21.28,xueqiu_akshare
2026-03-20 15:36:33,2026-03-20,deal_hot,SZ300418,昆仑万维,35.0,53.62,xueqiu_akshare
2026-03-20 15:36:33,2026-03-20,deal_hot,SH688008,澜起科技,35.0,144.9,xueqiu_akshare
2026-03-20 15:36:33,2026-03-20,deal_hot,SH603256,宏和科技,35.0,64.1,xueqiu_akshare
2026-03-20 15:36:33,2026-03-20,deal_hot,SH601169,北京银行,35.0,5.42,xueqiu_akshare
2026-03-20 15:36:33,2026-03-20,deal_hot,SZ300102,乾照光电,35.0,32.48,xueqiu_akshare
2026-03-20 15:36:33,2026-03-20,deal_hot,SZ000008,神州高铁,35.0,2.76,xueqiu_akshare
2026-03-20 15:36:33,2026-03-20,deal_hot,SH603019,中科曙光,35.0,83.76,xueqiu_akshare
2026-03-20 15:36:33,2026-03-20,deal_hot,SH600436,片仔癀,35.0,156.28,xueqiu_akshare
2026-03-20 15:36:33,2026-03-20,deal_hot,SH600366,宁波韵升,34.0,11.8,xueqiu_akshare
2026-03-20 15:36:33,2026-03-20,deal_hot,SH688027,国盾量子,34.0,643.0,xueqiu_akshare
2026-03-20 15:36:33,2026-03-20,deal_hot,SH600977,中国电影,34.0,13.02,xueqiu_akshare
2026-03-20 15:36:33,2026-03-20,deal_hot,SZ002149,西部材料,34.0,43.23,xueqiu_akshare
2026-03-20 15:36:33,2026-03-20,deal_hot,SZ000338,潍柴动力,34.0,23.36,xueqiu_akshare
2026-03-20 15:36:33,2026-03-20,deal_hot,SZ300878,维康药业,34.0,26.94,xueqiu_akshare
2026-03-20 15:36:33,2026-03-20,deal_hot,SZ002155,湖南黄金,34.0,29.4,xueqiu_akshare
2026-03-20 15:36:33,2026-03-20,deal_hot,SZ002317,众生药业,34.0,17.63,xueqiu_akshare
2026-03-20 15:36:33,2026-03-20,deal_hot,SH600797,浙大网新,34.0,9.28,xueqiu_akshare
2026-03-20 15:36:33,2026-03-20,deal_hot,SZ000538,云南白药,34.0,56.74,xueqiu_akshare
2026-03-20 15:36:33,2026-03-20,deal_hot,SH601869,长飞光纤,34.0,216.88,xueqiu_akshare
2026-03-20 15:36:33,2026-03-20,deal_hot,SH603986,兆易创新,34.0,290.2,xueqiu_akshare
2026-03-20 15:36:33,2026-03-20,deal_hot,SZ300620,光库科技,34.0,163.8,xueqiu_akshare
2026-03-20 15:36:33,2026-03-20,deal_hot,SZ001236,弘业期货,34.0,9.93,xueqiu_akshare
2026-03-20 15:36:33,2026-03-20,deal_hot,SZ000776,广发证券,34.0,19.06,xueqiu_akshare
2026-03-20 15:36:33,2026-03-20,deal_hot,SH601933,永辉超市,34.0,3.85,xueqiu_akshare
2026-03-20 15:36:33,2026-03-20,deal_hot,SH600633,浙数文化,33.0,12.65,xueqiu_akshare
2026-03-20 15:36:33,2026-03-20,deal_hot,SH605398,新炬网络,33.0,27.3,xueqiu_akshare
2026-03-20 15:36:33,2026-03-20,deal_hot,SZ000792,盐湖股份,33.0,34.82,xueqiu_akshare
2026-03-20 15:36:33,2026-03-20,deal_hot,SZ300775,三角防务,33.0,35.69,xueqiu_akshare
